survey_organization,party_affiliation,start_date,end_date,survey_method,survey_question,survey_population,survey_sample,approve_percent,disapprove_percent,undecided_percent,margin_of_error
Morning Consult,None,2016-01-29,2016-02-01,Internet,,Registered Voters (Democrats),1928,80,19,1,2.2
Morning Consult,None,2016-01-29,2016-02-01,Internet,,Registered Voters (Republicans),1491,16,82,2,2.5
Gallup,None,2016-01-29,2016-01-31,Live Phone,,Adults,1500,49,47,,3
Ipsos/Reuters,None,2016-01-30,2016-02-03,Internet,,Adults,1685,46,49,5,2.7
Ipsos/Reuters,None,2016-01-30,2016-02-03,Internet,,Adults (Democrats),704,80,17,3,4.2
Ipsos/Reuters,None,2016-01-30,2016-02-03,Internet,,Adults (Republicans),631,11,87,3,4.4
Ipsos/Reuters,None,2016-01-30,2016-02-03,Internet,,Adults (Independents),222,42,53,6,7.5
Gallup,None,2016-01-30,2016-02-01,Live Phone,,Adults,1500,50,46,,3
Gallup,None,2016-01-31,2016-02-03,Live Phone,,Adults,1500,48,48,,3
Rasmussen,None,2016-01-31,2016-02-03,Automated Phone/Internet,,Likely Voters,1500,47,52,,3
NBC/SurveyMonkey,None,2016-02-01,2016-02-07,Internet,,Adults,10707,50,50,,1.4
Gallup,None,2016-02-01,2016-02-04,Live Phone,,Adults,1500,47,49,,3
Rasmussen,None,2016-02-01,2016-02-04,Automated Phone/Internet,,Likely Voters,1500,48,51,,3
Rasmussen,None,2016-02-02,2016-02-05,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
PPP (D),Democrat,2016-02-02,2016-02-03,Automated Phone/Internet,,Likely Voters,1236,45,51,4,
PPP (D),Democrat,2016-02-02,2016-02-03,Automated Phone/Internet,,Likely Voters (Democrats),,80,17,3,
PPP (D),Democrat,2016-02-02,2016-02-03,Automated Phone/Internet,,Likely Voters (Republicans),,6,91,2,
PPP (D),Democrat,2016-02-02,2016-02-03,Automated Phone/Internet,,Likely Voters (Independents),,40,53,7,
Morning Consult,None,2016-02-02,2016-02-03,Internet,,Registered Voters,1508,45,52,3,3
Morning Consult,None,2016-02-02,2016-02-03,Internet,,Registered Voters (Democrats),563,78,20,2,
Morning Consult,None,2016-02-02,2016-02-03,Internet,,Registered Voters (Republicans),436,15,83,3,
Morning Consult,None,2016-02-02,2016-02-03,Internet,,Registered Voters (Independents),508,34,60,6,
Morning Consult,None,2016-02-03,2016-02-07,Internet,,Registered Voters,4287,45,52,3,1
Morning Consult,None,2016-02-03,2016-02-07,Internet,,Registered Voters (Democrats),1608,79,19,2,
Morning Consult,None,2016-02-03,2016-02-07,Internet,,Registered Voters (Republicans),1352,13,85,2,
Morning Consult,None,2016-02-03,2016-02-07,Internet,,Registered Voters (Independents),1327,36,58,6,
Rasmussen,None,2016-02-03,2016-02-07,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
Rasmussen,None,2016-02-04,2016-02-08,Automated Phone/Internet,,Likely Voters,1500,48,51,,3
Gallup,None,2016-02-04,2016-02-06,Live Phone,,Adults,1500,46,50,,3
Gallup,None,2016-02-05,2016-02-07,Live Phone,,Adults,1500,47,50,,3
Ipsos/Reuters,None,2016-02-06,2016-02-10,Internet,,Adults,1590,45,52,3,2.8
Ipsos/Reuters,None,2016-02-06,2016-02-10,Internet,,Adults (Democrats),681,79,19,1,4.3
Ipsos/Reuters,None,2016-02-06,2016-02-10,Internet,,Adults (Republicans),574,11,89,,4.7
Ipsos/Reuters,None,2016-02-06,2016-02-10,Internet,,Adults (Independents),192,30,64,6,8.1
Gallup,None,2016-02-06,2016-02-08,Live Phone,,Adults,1500,46,51,,3
Gallup,None,2016-02-07,2016-02-09,Live Phone,,Adults,1500,47,50,,3
Rasmussen,None,2016-02-07,2016-02-09,Automated Phone/Internet,,Likely Voters,1500,47,53,,3
NBC/SurveyMonkey,None,2016-02-08,2016-02-14,Internet,,Adults,13129,50,50,,1.1
Gallup,None,2016-02-08,2016-02-10,Live Phone,,Adults,1500,48,48,,3
Rasmussen,None,2016-02-08,2016-02-10,Automated Phone/Internet,,Likely Voters,1500,47,52,,3
Rasmussen,None,2016-02-09,2016-02-11,Automated Phone/Internet,,Likely Voters,1500,47,52,,3
Gallup,None,2016-02-09,2016-02-11,Live Phone,,Adults,1500,49,47,,3
Quinnipiac,None,2016-02-10,2016-02-15,Live Phone,,Registered Voters,1342,44,54,2,2.7
Quinnipiac,None,2016-02-10,2016-02-15,Live Phone,,Registered Voters (Democrats),,85,13,3,
Quinnipiac,None,2016-02-10,2016-02-15,Live Phone,,Registered Voters (Republicans),,8,91,1,
Quinnipiac,None,2016-02-10,2016-02-15,Live Phone,,Registered Voters (Independents),,42,54,4,
Rasmussen,None,2016-02-10,2016-02-14,Automated Phone/Internet,,Likely Voters,1500,47,52,,3
Gallup,None,2016-02-10,2016-02-12,Live Phone,,Adults,1500,49,47,,3
Morning Consult,None,2016-02-10,2016-02-11,Internet,,Registered Voters,1600,45,53,2,2
Morning Consult,None,2016-02-10,2016-02-11,Internet,,Registered Voters (Democrats),643,77,22,1,
Morning Consult,None,2016-02-10,2016-02-11,Internet,,Registered Voters (Republicans),513,14,85,2,
Morning Consult,None,2016-02-10,2016-02-11,Internet,,Registered Voters (Independents),444,34,61,5,
McLaughlin (R),Republican,2016-02-11,2016-02-17,Internet,,Likely Voters,1000,47,52,1,3.1
AP-GFK (Web),None,2016-02-11,2016-02-15,Internet,,Adults,1033,44,55,1,3.4
YouGov/Economist,None,2016-02-11,2016-02-15,Internet,,Adults,2000,45,49,7,
YouGov/Economist,None,2016-02-11,2016-02-15,Internet,,Adults (Democrats),725,83,16,1,
YouGov/Economist,None,2016-02-11,2016-02-15,Internet,,Adults (Republicans),497,13,84,2,
YouGov/Economist,None,2016-02-11,2016-02-15,Internet,,Adults (Independents),778,38,48,14,
Suffolk/USA Today,None,2016-02-11,2016-02-15,Live Phone,,Likely Voters,1000,40,51,9,3
Suffolk/USA Today,None,2016-02-11,2016-02-15,Live Phone,,Likely Voters (Democrats),373,82,9,9,5.5
Suffolk/USA Today,None,2016-02-11,2016-02-15,Live Phone,,Likely Voters (Republicans),336,4,92,4,5.2
Suffolk/USA Today,None,2016-02-11,2016-02-15,Live Phone,,Likely Voters (Independents),273,27,60,13,
Rasmussen,None,2016-02-11,2016-02-15,Automated Phone/Internet,,Likely Voters,1500,48,51,,3
Gallup,None,2016-02-11,2016-02-13,Live Phone,,Adults,1500,49,48,,3
CBS,None,2016-02-12,2016-02-16,Live Phone,,Adults,2007,47,45,8,
CBS,None,2016-02-12,2016-02-16,Live Phone,,Registered Voters (Democrats),605,84,12,4,
CBS,None,2016-02-12,2016-02-16,Live Phone,,Registered Voters (Republicans),586,11,86,4,
CBS,None,2016-02-12,2016-02-16,Live Phone,,Registered Voters (Independents),816,42,44,15,
Gallup,None,2016-02-12,2016-02-14,Live Phone,,Adults,1500,47,49,,3
Ipsos/Reuters,None,2016-02-13,2016-02-17,Internet,,Adults,1473,45,51,5,
Ipsos/Reuters,None,2016-02-13,2016-02-17,Internet,,Adults (Democrats),628,78,21,1,4.5
Ipsos/Reuters,None,2016-02-13,2016-02-17,Internet,,Adults (Republicans),517,14,86,1,4.9
Ipsos/Reuters,None,2016-02-13,2016-02-17,Internet,,Adults (Independents),165,30,62,8,8.7
Gallup,None,2016-02-13,2016-02-15,Live Phone,,Adults,1500,47,50,,3
NBC/WSJ,None,2016-02-14,2016-02-16,Live Phone,,Registered Voters,800,49,47,4,3.5
Gallup,None,2016-02-14,2016-02-16,Live Phone,,Adults,1500,47,50,,3
Rasmussen,None,2016-02-14,2016-02-16,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
NBC/SurveyMonkey,None,2016-02-15,2016-02-21,Internet,,Adults,11662,48,51,,
FOX,None,2016-02-15,2016-02-17,Live Phone,,Registered Voters,1031,49,47,4,3
Gallup,None,2016-02-15,2016-02-17,Live Phone,,Adults,1500,49,48,,3
Rasmussen,None,2016-02-15,2016-02-17,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
Morning Consult,None,2016-02-15,2016-02-16,Internet,,Registered Voters,1763,48,49,4,2
Morning Consult,None,2016-02-15,2016-02-16,Internet,,Registered Voters (Democrats),653,80,17,3,
Morning Consult,None,2016-02-15,2016-02-16,Internet,,Registered Voters (Republicans),542,15,83,1,
Morning Consult,None,2016-02-15,2016-02-16,Internet,,Registered Voters (Independents),568,42,52,7,
Gallup,None,2016-02-16,2016-02-18,Live Phone,,Adults,1500,50,46,,3
Rasmussen,None,2016-02-16,2016-02-18,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
Rasmussen,None,2016-02-17,2016-02-21,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
ARG,None,2016-02-17,2016-02-20,Live Phone,,Adults,1100,45,50,5,3
ARG,None,2016-02-17,2016-02-20,Live Phone,,Adults (Democrats),,84,12,4,
ARG,None,2016-02-17,2016-02-20,Live Phone,,Adults (Republicans),,4,91,6,
ARG,None,2016-02-17,2016-02-20,Live Phone,,Adults (Independents),,40,55,5,
Gallup,None,2016-02-17,2016-02-19,Live Phone,,Adults,1500,50,46,,3
High Point University,None,2016-02-18,2016-02-25,Live Phone,,Adults,476,44,47,9,4.5
Rasmussen,None,2016-02-18,2016-02-22,Automated Phone/Internet,,Likely Voters,1500,51,48,,3
Gallup,None,2016-02-18,2016-02-20,Live Phone,,Adults,1500,48,48,,3
IBD/TIPP,None,2016-02-19,2016-02-24,Live Phone,,Adults,900,46,47,7,3.3
Gallup,None,2016-02-19,2016-02-21,Live Phone,,Adults,1500,47,49,,3
Ipsos/Reuters,None,2016-02-20,2016-02-24,Internet,,Adults,1497,47,48,5,2.9
Ipsos/Reuters,None,2016-02-20,2016-02-24,Internet,,Adults (Democrats),633,80,17,3,4.4
Ipsos/Reuters,None,2016-02-20,2016-02-24,Internet,,Adults (Republicans),553,12,88,0,4.8
Ipsos/Reuters,None,2016-02-20,2016-02-24,Internet,,Adults (Independents),189,34,58,9,8.1
Gallup,None,2016-02-20,2016-02-22,Live Phone,,Adults,1500,47,49,,3
Rasmussen,None,2016-02-21,2016-02-23,Automated Phone/Internet,,Likely Voters,1500,51,48,,3
Gallup,None,2016-02-21,2016-02-23,Live Phone,,Adults,1500,48,48,,3
NBC/SurveyMonkey,None,2016-02-22,2016-02-28,Internet,,Adults,30294,50,49,1,1
Gallup,None,2016-02-22,2016-02-24,Live Phone,,Adults,1500,48,48,,3
Rasmussen,None,2016-02-22,2016-02-24,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
Gallup,None,2016-02-23,2016-02-25,Live Phone,,Adults,1500,47,48,,3
Rasmussen,None,2016-02-23,2016-02-25,Automated Phone/Internet,,Likely Voters,1500,48,51,,3
Rasmussen,None,2016-02-24,2016-02-28,Automated Phone/Internet,,Likely Voters,1500,50,50,,3
CNN,None,2016-02-24,2016-02-27,Live Phone,,Adults,1001,50,46,4,3
YouGov/Economist,None,2016-02-24,2016-02-27,Internet,,Adults,2000,46,50,4,
YouGov/Economist,None,2016-02-24,2016-02-27,Internet,,Adults (Democrats),734,82,15,3,
YouGov/Economist,None,2016-02-24,2016-02-27,Internet,,Adults (Republicans),475,12,87,1,
YouGov/Economist,None,2016-02-24,2016-02-27,Internet,,Adults (Independents),791,38,55,8,
Gallup,None,2016-02-24,2016-02-26,Live Phone,,Adults,1500,47,48,,3
Morning Consult,None,2016-02-24,2016-02-25,Internet,,Registered Voters,3897,46,51,3,2
Morning Consult,None,2016-02-24,2016-02-25,Internet,,Registered Voters (Democrats),1419,80,19,2,
Morning Consult,None,2016-02-24,2016-02-25,Internet,,Registered Voters (Republicans),1133,11,88,1,
Morning Consult,None,2016-02-24,2016-02-25,Internet,,Registered Voters (Independents),1345,40,54,6,
Rasmussen,None,2016-02-25,2016-02-29,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
Gallup,None,2016-02-25,2016-02-27,Live Phone,,Adults,1500,48,47,,3
Gallup,None,2016-02-26,2016-02-28,Live Phone,,Adults,1500,49,46,,3
Morning Consult,None,2016-02-26,2016-02-27,Internet,,Registered Voters,2002,45,51,3,2
Morning Consult,None,2016-02-26,2016-02-27,Internet,,Registered Voters (Democrats),891,78,19,3,
Morning Consult,None,2016-02-26,2016-02-27,Internet,,Registered Voters (Republicans),777,13,85,2,
Morning Consult,None,2016-02-26,2016-02-27,Internet,,Registered Voters (Independents),651,39,55,6,
Ipsos/Reuters,None,2016-02-27,2016-03-02,Internet,,Adults,1587,47,47,6,2.8
Ipsos/Reuters,None,2016-02-27,2016-03-02,Internet,,Adults (Democrats),681,79,19,2,4.3
Ipsos/Reuters,None,2016-02-27,2016-03-02,Internet,,Adults (Republicans),580,11,88,1,4.6
Ipsos/Reuters,None,2016-02-27,2016-03-02,Internet,,Adults (Independents),207,35,53,13,7.8
Gallup,None,2016-02-27,2016-02-29,Live Phone,,Adults,1500,49,46,,3
Gallup,None,2016-02-28,2016-03-01,Live Phone,,Adults,1500,49,46,,3
Rasmussen,None,2016-02-28,2016-03-01,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
NBC/SurveyMonkey,None,2016-02-29,2016-03-06,Internet,,Adults,21996,50,49,1,1.1
Gallup,None,2016-02-29,2016-03-02,Live Phone,,Adults,1500,49,46,,3
Rasmussen,None,2016-02-29,2016-03-02,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
Gallup,None,2016-03-01,2016-03-03,Live Phone,,Adults,1500,51,44,,3
Rasmussen,None,2016-03-01,2016-03-03,Automated Phone/Internet,,Likely Voters,1500,48,51,,3
Rasmussen,None,2016-03-02,2016-03-06,Automated Phone/Internet,,Likely Voters,1500,47,52,,3
Gallup,None,2016-03-02,2016-03-04,Live Phone,,Adults,1500,51,45,,3
Rasmussen,None,2016-03-03,2016-03-07,Automated Phone/Internet,,Likely Voters,1500,47,51,,3
NBC/WSJ,None,2016-03-03,2016-03-06,Live Phone,,Registered Voters,1200,49,46,5,2.83
ABC/Post,None,2016-03-03,2016-03-06,Live Phone,,Adults,1000,51,43,6,3.5
Gallup,None,2016-03-03,2016-03-05,Live Phone,,Adults,1500,51,46,,3
Morning Consult,None,2016-03-04,2016-03-06,Internet,,Registered Voters,2019,49,48,3,2
Morning Consult,None,2016-03-04,2016-03-06,Internet,,Registered Voters (Democrats),891,80,18,2,
Morning Consult,None,2016-03-04,2016-03-06,Internet,,Registered Voters (Republicans),,13,84,2,
Morning Consult,None,2016-03-04,2016-03-06,Internet,,Registered Voters (Independents),582,46,48,6,
Gallup,None,2016-03-04,2016-03-06,Live Phone,,Adults,1500,49,48,,3
Ipsos/Reuters,None,2016-03-05,2016-03-09,Internet,,Adults,1867,45,49,6,2.6
Ipsos/Reuters,None,2016-03-05,2016-03-09,Internet,,Adults (Democrats),764,79,19,2,4
Ipsos/Reuters,None,2016-03-05,2016-03-09,Internet,,Adults (Republicans),690,13,86,,4.3
Ipsos/Reuters,None,2016-03-05,2016-03-09,Internet,,Adults (Independents),220,31,56,13,7.5
Gallup,None,2016-03-05,2016-03-07,Live Phone,,Adults,1500,50,47,,3
Gallup,None,2016-03-06,2016-03-08,Live Phone,,Adults,1500,51,45,,3
Rasmussen,None,2016-03-06,2016-03-08,Automated Phone/Internet,,Likely Voters,1500,47,51,,3
NBC/SurveyMonkey,None,2016-03-07,2016-03-13,Internet,,Adults,7321,50,49,1,1.7
Gallup,None,2016-03-07,2016-03-09,Live Phone,,Adults,1500,52,44,,3
Rasmussen,None,2016-03-07,2016-03-09,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
Gallup,None,2016-03-08,2016-03-10,Live Phone,,Adults,1500,52,45,,3
Rasmussen,None,2016-03-08,2016-03-10,Automated Phone/Internet,,Likely Voters,1500,50,50,,3
Rasmussen,None,2016-03-09,2016-03-13,Automated Phone/Internet,,Likely Voters,1500,51,49,,3
Gallup,None,2016-03-09,2016-03-11,Live Phone,,Adults,1500,51,44,,3
Rasmussen,None,2016-03-10,2016-03-14,Automated Phone/Internet,,Likely Voters,1500,50,50,,3
YouGov/Economist,None,2016-03-10,2016-03-12,Internet,,Adults,2000,47,49,3,2.9
YouGov/Economist,None,2016-03-10,2016-03-12,Internet,,Adults (Democrats),767,82,16,2,
YouGov/Economist,None,2016-03-10,2016-03-12,Internet,,Adults (Republicans),489,13,86,1,
YouGov/Economist,None,2016-03-10,2016-03-12,Internet,,Adults (Independents),744,42,52,6,
Gallup,None,2016-03-10,2016-03-12,Live Phone,,Adults,1500,49,47,,3
Morning Consult,None,2016-03-11,2016-03-13,Internet,,Registered Voters,4027,48,49,4,2
Morning Consult,None,2016-03-11,2016-03-13,Internet,,Registered Voters (Democrats),1505,79,19,2,
Morning Consult,None,2016-03-11,2016-03-13,Internet,,Registered Voters (Republicans),1209,14,83,2,
Morning Consult,None,2016-03-11,2016-03-13,Internet,,Registered Voters (Independents),1313,42,51,7,
Gallup,None,2016-03-11,2016-03-13,Live Phone,,Adults,1500,51,46,,3
Ipsos/Reuters,None,2016-03-12,2016-03-16,Internet,,Adults,1684,46,51,3,2.7
Ipsos/Reuters,None,2016-03-12,2016-03-16,Internet,,Adults (Democrats),687,79,20,1,4.3
Ipsos/Reuters,None,2016-03-12,2016-03-16,Internet,,Adults (Republicans),650,14,85,1,4.4
Ipsos/Reuters,None,2016-03-12,2016-03-16,Internet,,Adults (Independents),204,34,62,4,7.8
Gallup,None,2016-03-12,2016-03-14,Live Phone,,Adults,1500,51,46,,3
Gallup,None,2016-03-13,2016-03-15,Live Phone,,Adults,1500,52,45,,3
Rasmussen,None,2016-03-13,2016-03-15,Automated Phone/Internet,,Likely Voters,1500,51,49,,3
NBC/SurveyMonkey,None,2016-03-14,2016-03-20,Internet,,Adults,13389,51,48,1,1.4
Gallup,None,2016-03-14,2016-03-16,Live Phone,,Adults,1500,50,47,,3
Rasmussen,None,2016-03-14,2016-03-16,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
Gallup,None,2016-03-15,2016-03-17,Live Phone,,Adults,1500,49,47,,3
Rasmussen,None,2016-03-15,2016-03-17,Automated Phone/Internet,,Likely Voters,1500,51,47,,3
Quinnipiac,None,2016-03-16,2016-03-21,Live Phone,,Registered Voters,1451,49,48,4,2.7
Quinnipiac,None,2016-03-16,2016-03-21,Live Phone,,Registered Voters (Democrats),635,92,7,1,3.9
Quinnipiac,None,2016-03-16,2016-03-21,Live Phone,,Registered Voters (Republicans),652,8,89,4,3.8
Quinnipiac,None,2016-03-16,2016-03-21,Live Phone,,Registered Voters (Independents),,44,50,7,
Rasmussen,None,2016-03-16,2016-03-20,Automated Phone/Internet,,Likely Voters,1500,52,47,,3
Gallup,None,2016-03-16,2016-03-18,Live Phone,,Adults,1500,49,46,,3
Morning Consult,None,2016-03-16,2016-03-18,Internet,,Registered Voters,2011,48,48,4,2
Morning Consult,None,2016-03-16,2016-03-18,Internet,,Registered Voters (Democrats),755,80,18,3,
Morning Consult,None,2016-03-16,2016-03-18,Internet,,Registered Voters (Republicans),621,16,83,2,
Morning Consult,None,2016-03-16,2016-03-18,Internet,,Registered Voters (Independents),635,41,51,8,
Pew,None,2016-03-17,2016-03-26,Live Phone,,Adults,2254,51,44,6,2.4
GQR (D-Democracy Corps/Women's Voices Women Vote),Democrat,2016-03-17,2016-03-24,Live Phone,,Likely Voters,900,54,44,2,3.27
McLaughlin (R),Republican,2016-03-17,2016-03-23,Internet,,Likely Voters,1002,48,50,2,3.1
McLaughlin (R),Republican,2016-03-17,2016-03-23,Internet,,Likely Voters (Democrats),398,86,14,1,
McLaughlin (R),Republican,2016-03-17,2016-03-23,Internet,,Likely Voters (Republicans),361,10,90,,
McLaughlin (R),Republican,2016-03-17,2016-03-23,Internet,,Likely Voters (Independents),59,49,49,3,
Rasmussen,None,2016-03-17,2016-03-21,Automated Phone/Internet,,Likely Voters,1500,52,48,,3
CNN,None,2016-03-17,2016-03-20,Live Phone,,Adults,1001,51,46,3,3
CBS/Times,None,2016-03-17,2016-03-20,Live Phone,,Adults,1252,48,44,8,3
CBS/Times,None,2016-03-17,2016-03-20,Live Phone,,Adults (Democrats),424,80,15,5,
CBS/Times,None,2016-03-17,2016-03-20,Live Phone,,Adults (Republicans),351,13,82,5,
CBS/Times,None,2016-03-17,2016-03-20,Live Phone,,Adults (Independents),477,44,43,13,
ARG,None,2016-03-17,2016-03-20,Live Phone,,Adults,1100,47,49,4,3
ARG,None,2016-03-17,2016-03-20,Live Phone,,Adults (Democrats),,81,15,,
ARG,None,2016-03-17,2016-03-20,Live Phone,,Adults (Republicans),,9,89,,
ARG,None,2016-03-17,2016-03-20,Live Phone,,Adults (Independents),,42,53,,
Monmouth University,None,2016-03-17,2016-03-20,Live Phone,,Adults,1008,49,43,8,3.1
Monmouth University,None,2016-03-17,2016-03-20,Live Phone,,Adults (Democrats),343,87,8,5,5.3
Monmouth University,None,2016-03-17,2016-03-20,Live Phone,,Adults (Republicans),282,14,83,3,5.8
Monmouth University,None,2016-03-17,2016-03-20,Live Phone,,Adults (Independents),358,43,47,10,5.2
Gallup,None,2016-03-17,2016-03-19,Live Phone,,Adults,1500,52,44,,3
Morning Consult,None,2016-03-18,2016-03-21,Internet,,Registered Voters,2001,46,49,5,2
Morning Consult,None,2016-03-18,2016-03-21,Internet,,Registered Voters (Democrats),726,81,16,3,
Morning Consult,None,2016-03-18,2016-03-21,Internet,,Registered Voters (Republicans),581,13,83,4,
Morning Consult,None,2016-03-18,2016-03-21,Internet,,Registered Voters (Independents),694,37,55,8,
Gallup,None,2016-03-18,2016-03-20,Live Phone,,Adults,1500,50,45,,3
Ipsos/Reuters,None,2016-03-19,2016-03-23,Internet,,Adults,1565,45,50,5,2.8
Ipsos/Reuters,None,2016-03-19,2016-03-23,Internet,,Adults (Democrats),667,80,19,2,4.3
Ipsos/Reuters,None,2016-03-19,2016-03-23,Internet,,Adults (Republicans),583,11,88,1,4.6
Ipsos/Reuters,None,2016-03-19,2016-03-23,Internet,,Adults (Independents),179,27,65,7,8.4
Gallup,None,2016-03-19,2016-03-21,Live Phone,,Adults,1500,51,45,,3
FOX,None,2016-03-20,2016-03-22,Live Phone,,Registered Voters,1016,48,46,5,3
FOX,None,2016-03-20,2016-03-22,Live Phone,,Registered Voters (Democrats),,84,10,6,
FOX,None,2016-03-20,2016-03-22,Live Phone,,Registered Voters (Republicans),,16,81,3,
FOX,None,2016-03-20,2016-03-22,Live Phone,,Registered Voters (Independents),,38,53,9,
Gallup,None,2016-03-20,2016-03-22,Live Phone,,Adults,1500,51,46,,3
Rasmussen,None,2016-03-20,2016-03-22,Automated Phone/Internet,,Likely Voters,1500,50,50,,3
NBC/SurveyMonkey,None,2016-03-21,2016-03-27,Internet,,Adults,6521,51,48,1,1.7
Gallup,None,2016-03-21,2016-03-23,Live Phone,,Adults,1500,52,45,,3
Rasmussen,None,2016-03-21,2016-03-23,Automated Phone/Internet,,Likely Voters,1500,50,49,,3
Gallup,None,2016-03-22,2016-03-24,Live Phone,,Adults,1500,52,45,,3
Rasmussen,None,2016-03-22,2016-03-24,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
Rasmussen,None,2016-03-23,2016-03-27,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
Gallup,None,2016-03-23,2016-03-25,Live Phone,,Adults,1500,53,44,,3
Rasmussen,None,2016-03-24,2016-03-28,Automated Phone/Internet,,Likely Voters,1500,49,50,,3
PPP (D),Democrat,2016-03-24,2016-03-26,Automated Phone/Internet,,Likely Voters,1083,47,48,5,3
PPP (D),Democrat,2016-03-24,2016-03-26,Automated Phone/Internet,,Likely Voters (Democrats),,78,16,5,
PPP (D),Democrat,2016-03-24,2016-03-26,Automated Phone/Internet,,Likely Voters (Republicans),,10,88,2,
PPP (D),Democrat,2016-03-24,2016-03-26,Automated Phone/Internet,,Likely Voters (Independents),,48,42,10,
Morning Consult,None,2016-03-24,2016-03-26,Internet,,Registered Voters,2071,46,49,4,2
Morning Consult,None,2016-03-24,2016-03-26,Internet,,Registered Voters (Democrats),783,77,21,3,
Morning Consult,None,2016-03-24,2016-03-26,Internet,,Registered Voters (Republicans),654,17,82,2,
Morning Consult,None,2016-03-24,2016-03-26,Internet,,Registered Voters (Independents),635,40,52,8,
Gallup,None,2016-03-24,2016-03-26,Live Phone,,Adults,1500,53,44,,3
Gallup,None,2016-03-25,2016-03-28,Live Phone,,Adults,1500,53,44,,3
YouGov/Economist,None,2016-03-26,2016-03-29,Internet,,Adults,2000,48,48,4,2.8
